時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
09:00,160,140,65,90,20,35,0,5,5,Saturday,False
09:15,160,140,85,105,50,40,0,35,5,Saturday,False
09:30,150,140,100,80,140,50,0,45,5,Saturday,False
09:45,160,75,110,90,100,70,0,45,5,Saturday,False
10:00,155,75,110,90,85,80,5,30,5,Saturday,False
10:15,140,110,110,85,75,70,20,35,5,Saturday,False
10:30,125,105,65,85,75,60,15,35,5,Saturday,False
10:45,125,100,60,80,75,50,20,40,5,Saturday,False
11:00,125,90,55,70,80,50,25,45,5,Saturday,False
11:15,125,75,55,70,70,50,25,20,5,Saturday,False
11:30,125,60,55,75,70,45,25,30,5,Saturday,False
11:45,105,70,70,75,75,40,20,30,5,Saturday,False
12:00,105,95,65,75,75,55,15,30,5,Saturday,False
12:15,105,95,70,85,70,55,25,30,5,Saturday,False
12:30,115,75,65,85,70,50,30,30,5,Saturday,False
12:45,120,75,60,85,65,50,20,30,5,Saturday,False
13:00,120,75,65,0,75,50,20,30,5,Saturday,False
13:15,120,75,65,0,75,55,25,35,5,Saturday,False
13:30,115,90,85,0,85,55,40,35,5,Saturday,False
13:45,120,90,85,0,95,55,25,35,5,Saturday,False
14:00,120,100,90,0,90,65,30,50,5,Saturday,False
14:15,110,95,90,0,90,65,20,45,5,Saturday,False
14:30,115,95,85,0,90,60,30,35,5,Saturday,False
14:45,105,115,85,0,90,65,20,45,5,Saturday,False
15:00,140,120,65,0,75,70,35,45,5,Saturday,False
15:15,135,110,70,0,85,60,35,45,5,Saturday,False
15:30,130,100,80,90,90,60,40,25,5,Saturday,False
15:45,130,105,80,80,95,55,30,35,5,Saturday,False
16:00,125,90,80,90,100,55,30,45,5,Saturday,False
16:15,120,95,75,100,90,50,35,30,5,Saturday,False
16:30,120,95,70,110,80,45,30,35,5,Saturday,False
16:45,115,85,70,110,60,60,35,35,5,Saturday,False
17:00,115,85,80,115,75,60,35,35,5,Saturday,False
17:15,120,95,85,100,80,60,20,50,5,Saturday,False
17:30,115,100,75,100,80,50,25,35,5,Saturday,False
17:45,120,100,75,95,80,55,35,20,5,Saturday,False
18:00,120,90,80,90,80,55,25,20,5,Saturday,False
18:15,120,80,75,80,70,50,30,20,5,Saturday,False
18:30,100,70,70,80,50,45,30,20,5,Saturday,False
18:45,100,65,55,85,45,50,15,25,5,Saturday,False
19:00,95,65,50,85,55,40,25,15,5,Saturday,False
19:15,85,70,45,85,50,35,25,15,5,Saturday,False
19:30,80,55,50,75,50,30,15,15,5,Saturday,False
19:45,0,55,50,65,30,30,15,15,5,Saturday,False
20:00,0,50,50,60,20,20,20,15,5,Saturday,False
20:15,0,0,0,65,45,30,15,20,5,Saturday,False
20:30,0,0,0,0,0,0,20,15,5,Saturday,False
20:45,0,0,0,0,0,0,0,20,5,Saturday,False
09:00,135,120,45,75,10,25,0,5,6,Sunday,False
09:15,140,125,75,80,25,40,0,15,6,Sunday,False
09:30,125,75,75,85,60,50,0,15,6,Sunday,False
09:45,120,75,70,75,75,50,0,35,6,Sunday,False
10:00,100,60,55,70,60,55,5,30,6,Sunday,False
10:15,80,55,50,65,50,45,15,35,6,Sunday,False
10:30,70,50,50,50,50,35,20,20,6,Sunday,False
10:45,70,40,40,50,45,35,20,20,6,Sunday,False
11:00,75,50,35,55,35,40,20,30,6,Sunday,False
11:15,75,45,30,50,35,40,25,20,6,Sunday,False
11:30,75,50,35,45,40,40,25,20,6,Sunday,False
11:45,80,55,40,45,40,30,15,20,6,Sunday,False
12:00,80,60,35,35,35,30,15,20,6,Sunday,False
12:15,80,60,35,40,30,30,15,20,6,Sunday,False
12:30,80,50,35,40,35,35,15,20,6,Sunday,False
12:45,75,50,35,45,35,40,20,25,6,Sunday,False
13:00,65,50,40,45,40,35,20,15,6,Sunday,False
13:15,60,55,35,40,35,35,25,15,6,Sunday,False
13:30,90,55,35,40,30,35,25,25,6,Sunday,False
13:45,80,50,30,35,35,40,15,20,6,Sunday,False
14:00,75,50,30,45,40,40,25,15,6,Sunday,False
14:15,65,50,30,45,50,40,15,15,6,Sunday,False
14:30,80,65,30,40,40,30,15,15,6,Sunday,False
14:45,90,70,30,35,40,40,25,20,6,Sunday,False
15:00,90,75,35,40,35,40,20,20,6,Sunday,False
15:15,90,65,40,45,35,30,25,20,6,Sunday,False
15:30,90,0,0,0,45,0,0,20,6,Sunday,False
15:45,85,0,0,0,0,0,0,0,6,Sunday,False
16:00,95,0,0,0,0,0,0,0,6,Sunday,False
16:15,115,0,0,0,0,0,0,0,6,Sunday,False
16:30,120,0,0,0,0,0,0,30,6,Sunday,False
16:45,160,0,0,0,0,0,0,30,6,Sunday,False
17:00,160,60,0,0,0,0,0,45,6,Sunday,False
17:15,0,70,0,0,0,0,0,30,6,Sunday,False
17:30,80,60,30,0,10,0,0,30,6,Sunday,False
17:45,80,90,30,0,45,0,0,15,6,Sunday,False
18:00,70,85,55,40,80,0,25,15,6,Sunday,False
18:15,65,65,60,40,80,0,15,15,6,Sunday,False
18:30,65,55,60,30,30,5,20,20,6,Sunday,False
18:45,40,55,45,40,30,10,15,20,6,Sunday,False
19:00,70,30,45,55,30,10,25,20,6,Sunday,False
19:15,65,30,20,30,40,5,25,20,6,Sunday,False
19:30,65,35,30,30,40,5,25,20,6,Sunday,False
19:45,55,55,30,30,35,5,25,15,6,Sunday,False
20:00,45,50,30,30,25,5,15,20,6,Sunday,False
20:15,45,40,30,30,25,5,20,15,6,Sunday,False
20:30,45,40,35,30,10,5,0,20,6,Sunday,False
20:45,0,30,35,20,5,5,0,20,6,Sunday,False
09:00,90,65,5,20,5,5,0,5,0,Monday,False
09:15,115,100,45,50,5,5,0,20,0,Monday,False
09:30,130,120,80,75,25,5,0,15,0,Monday,False
09:45,140,100,70,95,75,65,0,20,0,Monday,False
10:00,140,80,70,95,100,70,25,50,0,Monday,False
10:15,110,85,70,0,110,75,15,45,0,Monday,False
10:30,120,95,85,0,90,80,15,50,0,Monday,False
10:45,130,120,95,0,85,90,15,35,0,Monday,False
11:00,120,100,95,0,100,85,30,30,0,Monday,False
11:15,120,90,85,0,100,90,35,35,0,Monday,False
11:30,110,90,85,0,100,85,30,35,0,Monday,False
11:45,110,0,90,0,110,95,30,30,0,Monday,False
12:00,120,0,90,50,110,95,30,50,0,Monday,False
