時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-07-01 09:00:00,0,0,0,0,0,0,0,0
2023-07-01 09:15:00,130,25,55,40,20,15,0,20
2023-07-01 09:30:00,140,85,45,50,30,20,0,20
2023-07-01 09:45:00,140,90,35,55,30,15,0,15
2023-07-01 10:00:00,140,90,40,55,40,10,0,25
2023-07-01 10:15:00,140,90,55,55,40,5,20,35
2023-07-01 10:30:00,120,90,55,50,30,5,20,25
2023-07-01 10:45:00,110,85,50,45,30,5,25,15
2023-07-01 11:00:00,85,80,35,0,35,0,15,30
2023-07-01 11:15:00,85,80,40,0,35,0,15,30
2023-07-01 11:30:00,90,75,40,0,35,0,15,20
2023-07-01 11:45:00,90,70,45,0,35,0,15,25
2023-07-01 12:00:00,95,65,45,0,40,0,20,20
2023-07-01 12:15:00,100,65,45,10,40,0,20,30
2023-07-01 12:30:00,110,75,45,30,35,5,25,20
2023-07-01 12:45:00,100,75,40,45,35,5,25,15
2023-07-01 13:00:00,90,75,40,50,30,15,15,30
2023-07-01 13:15:00,90,70,35,50,30,25,15,20
2023-07-01 13:30:00,80,70,45,70,30,40,25,20
2023-07-01 13:45:00,100,70,45,65,25,30,25,20
2023-07-01 14:00:00,100,75,35,75,30,35,25,25
2023-07-01 14:15:00,110,75,30,75,30,40,15,30
2023-07-01 14:30:00,85,70,30,70,25,35,15,15
2023-07-01 14:45:00,85,65,30,70,25,15,20,20
2023-07-01 15:00:00,85,70,35,65,25,45,20,20
2023-07-01 15:15:00,100,65,30,50,25,45,15,20
2023-07-01 15:30:00,110,65,35,55,30,40,25,20
2023-07-01 15:45:00,100,65,35,55,30,30,15,35
2023-07-01 16:00:00,90,70,35,55,25,25,15,20
2023-07-01 16:15:00,85,75,35,55,15,35,15,15
2023-07-01 16:30:00,100,80,35,40,20,35,20,30
2023-07-01 16:45:00,105,80,30,40,30,30,25,15
2023-07-01 17:00:00,105,70,35,40,25,30,25,40
2023-07-01 17:15:00,110,70,40,50,20,30,15,20
2023-07-01 17:30:00,100,70,30,55,20,35,15,20
2023-07-01 17:45:00,90,70,25,50,20,25,15,15
2023-07-01 18:00:00,85,60,25,50,15,30,20,20
2023-07-01 18:15:00,85,50,25,45,15,30,25,15
2023-07-01 18:30:00,100,60,25,35,15,25,25,15
2023-07-01 18:45:00,100,55,25,40,15,25,15,20
2023-07-01 19:00:00,85,50,20,40,5,15,30,20
2023-07-01 19:15:00,75,45,20,35,5,15,15,15
2023-07-01 19:30:00,70,40,15,20,5,10,20,15
2023-07-01 19:45:00,50,30,10,15,5,5,15,15
2023-07-01 20:00:00,45,25,10,15,5,5,25,20
2023-07-01 20:15:00,0,35,20,20,5,5,15,15
2023-07-01 20:30:00,0,0,35,35,5,5,15,20
2023-07-01 20:45:00,0,0,0,20,5,10,0,15
